,title,season,ep_index,conditional_entropy
271,Bewitched,05,4,0.0011417641120420386
272,Bewitched,05,5,0.000622584355220517
273,Bewitched,05,6,0.0013321465689723588
274,Bewitched,05,7,0.0006171666954050083
275,Bewitched,05,8,0.0005634190998452811
276,Bewitched,05,9,0.0020712924190684047
277,Bewitched,05,10,0.0029213872371170973
278,Bewitched,05,11,0.001473577241780522
279,Bewitched,05,12,0.0005204085181747538
280,Bewitched,05,13,0.0016965574949837075
281,Bewitched,05,14,0.000816956893774364
282,Bewitched,05,15,0.0026093311879422563
283,Bewitched,05,16,0.002132536263083591
284,Bewitched,05,17,0.002108418855904827
285,Bewitched,05,18,0.0021813851384153266
286,Bewitched,05,19,0.005167824928917182
287,Bewitched,05,20,0.0008453361649067474
288,Bewitched,05,21,0.0009995216641362303
289,Bewitched,05,22,0.001822259913937577
290,Bewitched,05,23,0.002018409616785151
291,Bewitched,05,24,0.001233008947046646
292,Bewitched,05,25,0.0006600375827489806
293,Bewitched,05,26,0.0
294,Bewitched,05,27,0.0016371527654916943
295,Bewitched,05,28,0.0011896392746650528
296,Bewitched,05,29,0.0006779866733963475
297,Bewitched,06,0,0.0009163716478432024
298,Bewitched,06,1,0.000333027327481444
299,Bewitched,06,2,0.001367175824037714
300,Bewitched,06,3,0.0010897128542609554
301,Bewitched,06,4,0.001732612737423409
302,Bewitched,06,5,0.0012195874987023876
303,Bewitched,06,6,0.0021948260840551396
304,Bewitched,06,7,0.000648505349076056
305,Bewitched,06,8,0.00025239995442086146
306,Bewitched,06,9,0.0013659826347501298
307,Bewitched,06,10,0.004935262333229375
308,Bewitched,06,11,0.005395935901732577
309,Bewitched,06,12,0.002452655355876647
310,Bewitched,06,13,0.004449425118203374
311,Bewitched,06,14,0.0055028193325562975
312,Bewitched,06,15,0.0007414614144448957
313,Bewitched,06,16,0.0003778813452575891
314,Bewitched,06,17,0.0009572574477446652
315,Bewitched,06,18,0.0013417255876559443
316,Bewitched,06,19,0.0013109864204298137
317,Bewitched,06,20,0.0003656632113433254
318,Bewitched,06,21,0.0016590343245870337
319,Bewitched,06,22,0.0004733997565784287
320,Bewitched,06,23,0.0015491779927876937
321,Bewitched,06,24,0.0017547713784240029
322,Bewitched,06,25,0.0013642699622250097
323,Bewitched,06,26,0.000712422709248134
324,Bewitched,06,27,0.0013176542714885497
325,Bewitched,06,28,0.0025636877660401057
326,Bewitched,06,29,0.00508399733999917
327,Get Smart,01,0,0.014932750623016335
328,Get Smart,01,1,0.0023868413795288504
329,Get Smart,01,2,0.006198322671675258
330,Get Smart,01,3,0.0034302460166974165
331,Get Smart,01,4,0.007733081978529268
332,Get Smart,01,5,0.008404891511901312
333,Get Smart,01,6,0.004290856890340916
334,Get Smart,01,7,0.003972654056152495
335,Get Smart,01,8,0.011259212674215148
336,Get Smart,01,9,0.01119069325666914
337,Get Smart,01,10,0.003908929373488225
338,Get Smart,01,11,0.004379742480003405
339,Get Smart,01,12,0.003797709861475827
340,Get Smart,01,13,0.011857274718305832
341,Get Smart,01,14,0.005187613821296607
342,Get Smart,01,15,0.004832780241195709
343,Get Smart,01,16,0.008336042756606467
344,Get Smart,01,17,0.007277990701650669
345,Get Smart,01,18,0.002584788349980431
346,Get Smart,01,19,0.004364566836872502
347,Get Smart,01,20,0.003211313896258099
348,Get Smart,01,21,0.00651902943210546
349,Get Smart,01,22,0.01309095608394417
350,Get Smart,01,23,0.005629816425684606
351,Get Smart,01,24,0.0037028524002649553
352,Get Smart,01,25,0.007928975422682156
353,Get Smart,01,26,0.008096066205063953
354,Get Smart,01,27,0.006849474171336774
355,Get Smart,01,28,0.013185967771370788
356,Get Smart,01,29,0.006559925043527938
357,Get Smart,02,0,0.0037574364768383404
358,Get Smart,02,1,0.001182160012969781
359,Get Smart,02,2,0.005148600683267539
360,Get Smart,02,3,0.0034646594492902232
361,Get Smart,02,4,0.004598217198076828
362,Get Smart,02,5,0.001432383319033111
363,Get Smart,02,6,0.0018870762945160998
364,Get Smart,02,7,0.001820206207967975
365,Get Smart,02,8,8.608837004444386e-05
366,Get Smart,02,9,0.00168899242865463
367,Get Smart,02,10,0.003944870894580428
368,Get Smart,02,11,0.002416777976412452
369,Get Smart,02,12,0.0011855021477723152
370,Get Smart,02,13,0.0016890157591791903
371,Get Smart,02,14,0.005717460742624239
372,Get Smart,02,15,0.0031070840928193923
373,Get Smart,02,16,0.000488248592102238
374,Get Smart,02,17,0.000321240743620277
375,Get Smart,02,18,0.001790364493906231
376,Get Smart,02,19,0.002824152874071155
377,Get Smart,02,20,0.001163552586163494
378,Get Smart,02,21,0.0035737559911541727
379,Get Smart,02,22,0.0008264131733697037
380,Get Smart,02,23,0.0024743301083711908
381,Get Smart,02,24,0.0022279348599142704
382,Get Smart,02,25,0.0035097830754636794
383,Get Smart,02,26,0.001671475846412938
384,Get Smart,02,27,0.0003542800660598812
385,Get Smart,02,28,0.002081236179079032
386,Get Smart,02,29,0.002260789277257044
387,Get Smart,03,0,0.004587464080359408
388,Get Smart,03,1,0.0020703024627501086
389,Get Smart,03,2,0.0007765654664341248
390,Get Smart,03,3,0.0040642920373186175
391,Get Smart,03,4,0.004571781894914183
392,Get Smart,03,5,0.003948208025749847
393,Get Smart,03,6,0.0007997449364086837
394,Get Smart,03,7,0.0033328493344993992
395,Get Smart,03,8,0.0027448548772742213
396,Get Smart,03,9,0.0016296710564158302
397,Get Smart,03,10,0.0009227827779326467
398,Get Smart,03,11,0.001044985789362523
399,Get Smart,03,12,0.0025876265397042925
400,Get Smart,03,13,0.001798576532810973
401,Get Smart,03,14,0.00037431422549840917
402,Get Smart,03,15,0.00018050046452865306
403,Get Smart,03,16,0.001634941242350613
404,Get Smart,03,17,0.0005153777939154895
405,Get Smart,03,18,0.0006089219597578493
406,Get Smart,03,19,0.004206309464196294
407,Get Smart,03,20,0.0017338461692025654
408,Get Smart,03,21,0.0010997288709685728
409,Get Smart,03,22,8.45565946253496e-05
410,Get Smart,03,23,0.0040209420994625645
411,Get Smart,03,24,0.0012443180997254173
412,Get Smart,03,25,0.005058396202378764
413,Get Smart,04,0,0.0016705461157746988
414,Get Smart,04,1,0.0020691702300585954
415,Get Smart,04,2,0.0013901943353049047
416,Get Smart,04,3,0.00071946682334562
417,Get Smart,04,4,0.0046681221046170705
418,Get Smart,04,5,0.004313104124337973
419,Get Smart,04,6,0.000893189430591738
420,Get Smart,04,7,0.0014215188982951387
421,Get Smart,04,8,0.0009905193151266449
422,Get Smart,04,9,0.0009073068018916968
423,Get Smart,04,10,0.0012337102272990542
424,Get Smart,04,11,0.0013782762336484668
425,Get Smart,04,12,0.00028030244595091645
426,Get Smart,04,13,0.0005055270110052871
427,Get Smart,04,14,0.002771953157049992
428,Get Smart,04,15,0.0025800109766351926
429,Get Smart,04,16,0.001673342130568988
430,Get Smart,04,17,0.002430160135130563
431,Get Smart,04,18,0.001546976757838587
432,Get Smart,04,19,0.0012753329361087215
433,Get Smart,04,20,0.0018133518620573916
434,Get Smart,04,21,0.0008414798324520523
435,Get Smart,04,22,0.002940525948111291
436,Get Smart,04,23,0.0008614297899832543
437,Get Smart,04,24,0.001874363669078826
438,Get Smart,04,25,0.0015163244289009452
439,Get Smart,05,0,0.0007829184992657464
440,Get Smart,05,1,0.001390670643029326
441,Get Smart,05,2,0.002368873518999971
442,Get Smart,05,3,0.00024537595176689505
443,Get Smart,05,4,0.0017655443954848844
444,Get Smart,05,5,0.003810128024145818
445,Get Smart,05,6,0.004088967247712788
446,Get Smart,05,7,0.0007014333974394631
447,Get Smart,05,8,0.001135711123593942
448,Get Smart,05,9,0.003310990632949275
449,Get Smart,05,10,0.0017872009632911114
450,Get Smart,05,11,0.00037037037037037035
451,Get Smart,05,12,0.000881057268722467
452,Get Smart,05,13,0.0016009706801763412
453,Get Smart,05,14,0.0011984265021315857
454,Get Smart,05,15,0.001927126211359388
455,Get Smart,05,16,0.003855163412454827
456,Get Smart,05,17,0.0017798880753253094
457,Get Smart,05,18,0.001735688527536617
458,Get Smart,05,19,0.0030290282476867197
459,Get Smart,05,20,0.000405321888053174
460,Get Smart,05,21,0.0016624343319904982
461,Get Smart,05,22,0.0020612447423648678
462,Get Smart,05,23,0.001649581237004131
463,Get Smart,05,24,0.0007565058305021724
464,Get Smart,05,25,0.0010807954996060857
465,I Dream of Jeannie,01,0,0.00807915700182948
466,I Dream of Jeannie,01,1,0.0003912875081795309
467,I Dream of Jeannie,01,2,0.0006737651723541397
468,I Dream of Jeannie,01,3,0.000892535328914947
469,I Dream of Jeannie,01,4,0.00033336227670865704
470,I Dream of Jeannie,01,5,0.0002628360921381345
471,I Dream of Jeannie,01,6,0.0002501040276065359
472,I Dream of Jeannie,01,7,0.0007982924519782093
473,I Dream of Jeannie,01,8,0.0013790205058016943
474,I Dream of Jeannie,01,9,0.0005834805165056053
475,I Dream of Jeannie,01,10,0.0009005313667079674
476,I Dream of Jeannie,01,11,0.00016679748657288105
477,I Dream of Jeannie,01,12,0.001076306224209281
478,I Dream of Jeannie,01,13,0.0009992235774282639
479,I Dream of Jeannie,01,14,0.0008455248898539849
480,I Dream of Jeannie,01,15,0.0008545569089933455
481,I Dream of Jeannie,01,16,0.0009653035791800857
482,I Dream of Jeannie,01,17,0.0008780926571947462
483,I Dream of Jeannie,01,18,0.0016385747579016553
484,I Dream of Jeannie,01,19,0.0020100925817592872
485,I Dream of Jeannie,01,20,0.00020968210708946044
486,I Dream of Jeannie,01,21,0.0002317483751839593
487,I Dream of Jeannie,01,22,0.0013345245367561726
488,I Dream of Jeannie,01,23,0.0005900349739064859
489,I Dream of Jeannie,01,24,0.0018203289907882845
490,I Dream of Jeannie,01,25,0.0054738248510886375
491,I Dream of Jeannie,01,26,0.0007698945562017882
492,I Dream of Jeannie,01,27,0.0003291917900392976
493,I Dream of Jeannie,01,28,0.0009047163383326192
494,I Dream of Jeannie,01,29,0.0015051487527308386
495,I Dream of Jeannie,02,0,0.00010296675507757463
496,I Dream of Jeannie,02,1,0.0008601811280625643
497,I Dream of Jeannie,02,2,0.0030090949654495124
498,I Dream of Jeannie,02,3,0.0006049858489778949
499,I Dream of Jeannie,02,4,0.001420138375172447
500,I Dream of Jeannie,02,5,0.0018588130930837098
501,I Dream of Jeannie,02,6,0.00652732845104569
502,I Dream of Jeannie,02,7,0.0
503,I Dream of Jeannie,02,8,0.0006810889881552396
504,I Dream of Jeannie,02,9,0.0008039760449239434
505,I Dream of Jeannie,02,10,0.0064671096072074245
506,I Dream of Jeannie,02,11,0.006701707155952164
507,I Dream of Jeannie,02,12,0.0010346651226096706
508,I Dream of Jeannie,02,13,0.0014696404576150192
509,I Dream of Jeannie,02,14,0.0007891829326037775
510,I Dream of Jeannie,02,15,0.0006360464586029747
511,I Dream of Jeannie,02,16,0.006387633173095003
512,I Dream of Jeannie,02,17,0.000473630173190273
513,I Dream of Jeannie,02,18,0.006547026690713822
514,I Dream of Jeannie,02,19,0.005348050040337195
515,I Dream of Jeannie,02,20,0.002885501307064693
516,I Dream of Jeannie,02,21,0.0005811217602502238
517,I Dream of Jeannie,02,22,0.000860102130848062
518,I Dream of Jeannie,02,23,0.00044604882057651575
519,I Dream of Jeannie,02,24,0.0020842214516612026
520,I Dream of Jeannie,02,25,0.0009481931626954137
521,I Dream of Jeannie,02,26,0.004024637353979118
522,I Dream of Jeannie,02,27,0.0009732789262591423
523,I Dream of Jeannie,02,28,0.00022848069829457468
524,I Dream of Jeannie,02,29,0.0004943411072462296
525,I Dream of Jeannie,02,30,0.0
526,I Dream of Jeannie,03,0,0.0005344708736618275
527,I Dream of Jeannie,03,1,0.005791502907251462
528,I Dream of Jeannie,03,2,0.0014086746549228902
529,I Dream of Jeannie,03,3,0.0007114106258151704
530,I Dream of Jeannie,03,4,0.00041407730974502786
531,I Dream of Jeannie,03,5,0.0010687541716778205
532,I Dream of Jeannie,03,6,0.001173032285611689
533,I Dream of Jeannie,03,7,0.0012805954042749128
534,I Dream of Jeannie,03,8,0.001622274821618379
535,I Dream of Jeannie,03,9,0.0058075830253064755
536,I Dream of Jeannie,03,10,0.007226266037537899
537,I Dream of Jeannie,03,11,0.001014185917431801
538,I Dream of Jeannie,03,12,0.00048134802798886046
539,I Dream of Jeannie,03,13,0.002078524482937935
540,I Dream of Jeannie,03,14,0.0001113916413654067
541,I Dream of Jeannie,03,15,0.000794099535672868
542,I Dream of Jeannie,03,16,0.0009640081081685115
543,I Dream of Jeannie,03,17,0.0010612851891705231
544,I Dream of Jeannie,03,18,0.0006738274814332154
545,I Dream of Jeannie,03,19,0.0008704928430184058
546,I Dream of Jeannie,03,20,0.00021978851720624642
547,I Dream of Jeannie,03,21,0.0008074426046033439
548,I Dream of Jeannie,03,22,0.0008342205585511121
549,I Dream of Jeannie,03,23,0.00034936851909457876
550,I Dream of Jeannie,03,24,0.00011364282061480765
551,I Dream of Jeannie,03,25,0.0028357438594536666
552,I Dream of Jeannie,04,0,0.00017910951595122477
553,I Dream of Jeannie,04,1,0.0007178470403011145
554,I Dream of Jeannie,04,2,0.0005077685887150122
555,I Dream of Jeannie,04,3,9.527449532255462e-05
556,I Dream of Jeannie,04,4,0.0005922183788889132
557,I Dream of Jeannie,04,5,0.00017723001785787296
558,I Dream of Jeannie,04,6,0.0006856986004017156
559,I Dream of Jeannie,04,7,0.00042214518034856764
560,I Dream of Jeannie,04,8,0.0008206864891056679
561,I Dream of Jeannie,04,9,0.0003856006799596768
562,I Dream of Jeannie,04,10,0.001586946580998101
563,I Dream of Jeannie,04,11,0.0024412685694615082
564,I Dream of Jeannie,04,12,0.001547609900569105
565,I Dream of Jeannie,04,13,0.001303551403605853
566,I Dream of Jeannie,04,14,0.0001825011156722795
567,I Dream of Jeannie,04,15,0.0011721912378354611
568,I Dream of Jeannie,04,16,0.0003124834468964489
569,I Dream of Jeannie,04,17,0.001959295366587765
570,I Dream of Jeannie,04,18,0.00019316225704949468
571,I Dream of Jeannie,04,19,0.0008002768458617989
572,I Dream of Jeannie,04,20,0.0006055559760805389
573,I Dream of Jeannie,04,21,0.0011706273485953503
574,I Dream of Jeannie,04,22,0.005732195526474963
575,I Dream of Jeannie,04,23,0.0008194437670261469
576,I Dream of Jeannie,04,24,0.00016900695449930533
577,I Dream of Jeannie,04,25,0.0008112175688338304
578,I Dream of Jeannie,05,0,0.00017405431401027745
579,I Dream of Jeannie,05,1,0.0006553942089801654
580,I Dream of Jeannie,05,2,0.004627899890494667
581,I Dream of Jeannie,05,3,0.0011552133821089157
582,I Dream of Jeannie,05,4,7.708083200942471e-05
583,I Dream of Jeannie,05,5,0.00021524292599474698
584,I Dream of Jeannie,05,6,0.0010502318144758275
585,I Dream of Jeannie,05,7,0.0003761238955284626
586,I Dream of Jeannie,05,8,0.001620289606314459
587,I Dream of Jeannie,05,9,0.0013875220116623108
588,I Dream of Jeannie,05,10,0.0006504449718179947
589,I Dream of Jeannie,05,11,0.0009223877742397954
590,I Dream of Jeannie,05,12,0.0010090482071169818
591,I Dream of Jeannie,05,13,0.005670640793940069
592,I Dream of Jeannie,05,14,0.0005763534822838415
593,I Dream of Jeannie,05,15,0.0010141695196949022
594,I Dream of Jeannie,05,16,0.004557094623128382
595,I Dream of Jeannie,05,17,0.0028400541826607926
596,I Dream of Jeannie,05,18,0.0011071474980130509
597,I Dream of Jeannie,05,19,0.002066199016779707
598,I Dream of Jeannie,05,20,0.0010173512775425236
599,I Dream of Jeannie,05,21,0.0010107534579542788
